log_time,publish_time,data
2026-04-26 08:17:56.450318,2026-04-26 08:17:56.450318,27.12209701538086
2026-04-26 08:17:56.648146,2026-04-26 08:17:56.648146,26.92096900939941
2026-04-26 08:17:56.848613,2026-04-26 08:17:56.848613,26.7500114440918
2026-04-26 08:17:57.050338,2026-04-26 08:17:57.050338,26.604698181152344
2026-04-26 08:17:57.249762,2026-04-26 08:17:57.249762,26.30539894104004
2026-04-26 08:17:57.449644,2026-04-26 08:17:57.449644,26.226776123046875
2026-04-26 08:17:57.649370,2026-04-26 08:17:57.649370,25.984167098999023
2026-04-26 08:17:57.850302,2026-04-26 08:17:57.850302,25.7779483795166
2026-04-26 08:17:58.049041,2026-04-26 08:17:58.049041,25.6026611328125
2026-04-26 08:17:58.249024,2026-04-26 08:17:58.249024,25.45366859436035
2026-04-26 08:17:58.448624,2026-04-26 08:17:58.448624,25.327024459838867
2026-04-26 08:17:58.650382,2026-04-26 08:17:58.650382,25.219377517700195
2026-04-26 08:17:58.849660,2026-04-26 08:17:58.849660,25.12787628173828
2026-04-26 08:17:59.049672,2026-04-26 08:17:59.049672,25.05010223388672
2026-04-26 08:17:59.248677,2026-04-26 08:17:59.248677,24.98399353027344
2026-04-26 08:17:59.448336,2026-04-26 08:17:59.448336,24.92779922485352
2026-04-26 08:17:59.647840,2026-04-26 08:17:59.647840,24.880035400390625
2026-04-26 08:17:59.847697,2026-04-26 08:17:59.847697,24.83943748474121
2026-04-26 08:18:00.048518,2026-04-26 08:18:00.048518,24.80492782592773
2026-04-26 08:18:00.249365,2026-04-26 08:18:00.249365,24.59981346130371
2026-04-26 08:18:00.448460,2026-04-26 08:18:00.448460,24.425466537475582
2026-04-26 08:18:00.649234,2026-04-26 08:18:00.649234,24.277271270751957
2026-04-26 08:18:00.849392,2026-04-26 08:18:00.849392,24.15130615234375
2026-04-26 08:18:01.048744,2026-04-26 08:18:01.048744,24.044235229492188
2026-04-26 08:18:01.248424,2026-04-26 08:18:01.248424,23.953224182128903
2026-04-26 08:18:01.447727,2026-04-26 08:18:01.447727,23.875865936279297
2026-04-26 08:18:01.648315,2026-04-26 08:18:01.648315,23.63433074951172
2026-04-26 08:18:01.848163,2026-04-26 08:18:01.848163,23.42902374267578
2026-04-26 08:18:02.049052,2026-04-26 08:18:02.049052,23.254514694213867
2026-04-26 08:18:02.248457,2026-04-26 08:18:02.248457,23.10618019104004
2026-04-26 08:18:02.447687,2026-04-26 08:18:02.447687,22.8043155670166
2026-04-26 08:18:02.648751,2026-04-26 08:18:02.648751,22.547731399536133
2026-04-26 08:18:02.847677,2026-04-26 08:18:02.847677,22.329633712768555
2026-04-26 08:18:03.048277,2026-04-26 08:18:03.048277,22.144250869750977
2026-04-26 08:18:03.248954,2026-04-26 08:18:03.248954,21.810895919799805
2026-04-26 08:18:03.447830,2026-04-26 08:18:03.447830,21.52754211425781
2026-04-26 08:18:03.647856,2026-04-26 08:18:03.647856,21.28669166564941
2026-04-26 08:18:03.849372,2026-04-26 08:18:03.849372,21.08197021484375
2026-04-26 08:18:04.048261,2026-04-26 08:18:04.048261,20.90795516967773
2026-04-26 08:18:04.258044,2026-04-26 08:18:04.258044,20.76004409790039
2026-04-26 08:18:04.448578,2026-04-26 08:18:04.448578,20.63431739807129
2026-04-26 08:18:04.647825,2026-04-26 08:18:04.647825,20.52745246887207
2026-04-26 08:18:04.849194,2026-04-26 08:18:04.849194,20.26083374023437
2026-04-26 08:18:05.047797,2026-04-26 08:18:05.047797,20.03420829772949
2026-04-26 08:18:05.247822,2026-04-26 08:18:05.247822,19.841577529907227
2026-04-26 08:18:05.448320,2026-04-26 08:18:05.448320,19.67784118652344
2026-04-26 08:18:05.648225,2026-04-26 08:18:05.648225,19.362882614135746
2026-04-26 08:18:05.848276,2026-04-26 08:18:05.848276,19.09516906738281
2026-04-26 08:18:06.047815,2026-04-26 08:18:06.047815,18.86761283874512
2026-04-26 08:18:06.247695,2026-04-26 08:18:06.247695,18.674190521240234
2026-04-26 08:18:06.449029,2026-04-26 08:18:06.449029,18.509780883789062
2026-04-26 08:18:06.647695,2026-04-26 08:18:06.647695,18.194250106811523
2026-04-26 08:18:06.848625,2026-04-26 08:18:06.848625,17.926050186157227
2026-04-26 08:18:07.050771,2026-04-26 08:18:07.050771,17.69808006286621
2026-04-26 08:18:07.248427,2026-04-26 08:18:07.248427,17.504304885864258
2026-04-26 08:18:07.448088,2026-04-26 08:18:07.448088,17.339597702026367
2026-04-26 08:18:20.551737,2026-04-26 08:18:20.551737,17.199594497680664
2026-04-26 08:18:20.758834,2026-04-26 08:18:20.758834,16.90481185913086
2026-04-26 08:18:20.949914,2026-04-26 08:18:20.949914,16.654247283935547
2026-04-26 08:18:21.148457,2026-04-26 08:18:21.148457,16.441265106201172
2026-04-26 08:18:21.348848,2026-04-26 08:18:21.348848,16.26023292541504
2026-04-26 08:18:21.549996,2026-04-26 08:18:21.549996,16.106353759765625
2026-04-26 08:18:21.749460,2026-04-26 08:18:21.749460,15.975557327270508
2026-04-26 08:18:21.947862,2026-04-26 08:18:21.947862,15.8643798828125
2026-04-26 08:18:22.148001,2026-04-26 08:18:22.148001,15.769879341125488
2026-04-26 08:18:22.348614,2026-04-26 08:18:22.348614,15.689553260803224
2026-04-26 08:18:22.548813,2026-04-26 08:18:22.548813,15.62127685546875
2026-04-26 08:18:22.749518,2026-04-26 08:18:22.749518,15.563241004943848
2026-04-26 08:18:22.947824,2026-04-26 08:18:22.947824,15.338129997253418
2026-04-26 08:18:23.147723,2026-04-26 08:18:23.147723,15.146785736083984
2026-04-26 08:18:23.348022,2026-04-26 08:18:23.348022,14.984142303466797
2026-04-26 08:18:23.548248,2026-04-26 08:18:23.548248,14.84589672088623
2026-04-26 08:18:23.750682,2026-04-26 08:18:23.750682,14.728386878967283
2026-04-26 08:18:23.948089,2026-04-26 08:18:23.948089,14.628503799438477
2026-04-26 08:18:24.148203,2026-04-26 08:18:24.148203,14.54360294342041
2026-04-26 08:18:24.348313,2026-04-26 08:18:24.348313,14.647218704223633
2026-04-26 08:18:24.549534,2026-04-26 08:18:24.549534,14.735292434692385
2026-04-26 08:18:24.748966,2026-04-26 08:18:24.748966,14.810154914855955
2026-04-26 08:18:24.947866,2026-04-26 08:18:24.947866,14.873787879943848
2026-04-26 08:18:25.148334,2026-04-26 08:18:25.148334,15.103656768798828
2026-04-26 08:18:25.348389,2026-04-26 08:18:25.348389,15.299046516418455
2026-04-26 08:18:25.547867,2026-04-26 08:18:25.547867,15.465126991271973
2026-04-26 08:18:25.748567,2026-04-26 08:18:25.748567,15.606295585632324
2026-04-26 08:18:25.950128,2026-04-26 08:18:25.950128,15.726288795471191
2026-04-26 08:18:26.148779,2026-04-26 08:18:26.148779,16.004064559936523
2026-04-26 08:18:26.347943,2026-04-26 08:18:26.347943,16.24017333984375
2026-04-26 08:18:26.547821,2026-04-26 08:18:26.547821,16.440866470336914
2026-04-26 08:18:26.747788,2026-04-26 08:18:26.747788,16.611454010009766
2026-04-26 08:18:26.949123,2026-04-26 08:18:26.949123,16.756454467773438
2026-04-26 08:18:27.147853,2026-04-26 08:18:27.147853,16.87970542907715
2026-04-26 08:18:27.348222,2026-04-26 08:18:27.348222,16.984468460083008
2026-04-26 08:18:27.548877,2026-04-26 08:18:27.548877,17.073516845703125
2026-04-26 08:18:27.760049,2026-04-26 08:18:27.760049,17.324989318847656
2026-04-26 08:18:27.948483,2026-04-26 08:18:27.948483,17.538740158081055
2026-04-26 08:18:28.148080,2026-04-26 08:18:28.148080,17.720430374145508
2026-04-26 08:18:28.347993,2026-04-26 08:18:28.347993,17.87486457824707
2026-04-26 08:18:28.548318,2026-04-26 08:18:28.548318,18.006135940551758
2026-04-26 08:18:28.749182,2026-04-26 08:18:28.749182,18.11771583557129
2026-04-26 08:18:28.948743,2026-04-26 08:18:28.948743,18.21255874633789
2026-04-26 08:18:29.158360,2026-04-26 08:18:29.158360,18.293174743652344
2026-04-26 08:18:29.348487,2026-04-26 08:18:29.348487,18.53747940063477
2026-04-26 08:18:29.548660,2026-04-26 08:18:29.548660,18.74513816833496
2026-04-26 08:18:29.748944,2026-04-26 08:18:29.748944,19.097431182861328
2026-04-26 08:18:29.947783,2026-04-26 08:18:29.947783,19.396879196166992
2026-04-26 08:18:30.148602,2026-04-26 08:18:30.148602,19.65140914916992
2026-04-26 08:18:30.348386,2026-04-26 08:18:30.348386,19.867759704589844
2026-04-26 08:18:30.548286,2026-04-26 08:18:30.548286,20.051658630371094
2026-04-26 08:18:30.748731,2026-04-26 08:18:30.748731,20.207971572875977
2026-04-26 08:18:30.948914,2026-04-26 08:18:30.948914,20.516620635986328
2026-04-26 08:18:31.152046,2026-04-26 08:18:31.152046,20.95475196838379
2026-04-26 08:18:31.347905,2026-04-26 08:18:31.347905,21.327163696289062
2026-04-26 08:18:31.551022,2026-04-26 08:18:31.551022,21.64371490478516
2026-04-26 08:18:31.749491,2026-04-26 08:18:31.749491,21.912782669067383
2026-04-26 08:18:31.948457,2026-04-26 08:18:31.948457,22.141490936279297
2026-04-26 08:18:32.159479,2026-04-26 08:18:32.159479,22.33589172363281
2026-04-26 08:18:32.348500,2026-04-26 08:18:32.348500,22.50113296508789
2026-04-26 08:18:32.547958,2026-04-26 08:18:32.547958,22.64158821105957
2026-04-26 08:18:32.749027,2026-04-26 08:18:32.749027,22.760974884033203
2026-04-26 08:18:32.948982,2026-04-26 08:18:32.948982,22.86245346069336
2026-04-26 08:18:33.147633,2026-04-26 08:18:33.147633,22.948711395263672
2026-04-26 08:18:33.347778,2026-04-26 08:18:33.347778,23.022029876708984
2026-04-26 08:18:33.548149,2026-04-26 08:18:33.548149,23.084348678588867
2026-04-26 08:18:33.750168,2026-04-26 08:18:33.750168,23.13732147216797
2026-04-26 08:18:33.948277,2026-04-26 08:18:33.948277,23.182348251342773
2026-04-26 08:18:34.148767,2026-04-26 08:18:34.148767,23.22062110900879
2026-04-26 08:18:34.350650,2026-04-26 08:18:34.350650,23.25315284729004
2026-04-26 08:18:34.548507,2026-04-26 08:18:34.548507,23.280805587768555
2026-04-26 08:18:34.748756,2026-04-26 08:18:34.748756,23.304309844970703
2026-04-26 08:18:34.949135,2026-04-26 08:18:34.949135,23.32428741455078
2026-04-26 08:18:35.166126,2026-04-26 08:18:35.166126,23.341270446777344
2026-04-26 08:18:35.349611,2026-04-26 08:18:35.349611,23.35570526123047
2026-04-26 08:18:35.549022,2026-04-26 08:18:35.549022,23.36797332763672
2026-04-26 08:18:35.748697,2026-04-26 08:18:35.748697,23.202621459960938
2026-04-26 08:18:35.947839,2026-04-26 08:18:35.947839,23.06207275390625
2026-04-26 08:18:36.150161,2026-04-26 08:18:36.150161,22.942604064941406
2026-04-26 08:18:36.348897,2026-04-26 08:18:36.348897,21.0832462310791
2026-04-26 08:18:36.549110,2026-04-26 08:18:36.549110,21.260602951049805
2026-04-26 08:18:36.748000,2026-04-26 08:18:36.748000,19.65354347229004
2026-04-26 08:18:36.957791,2026-04-26 08:18:36.957791,18.28754234313965
2026-04-26 08:18:37.147757,2026-04-26 08:18:37.147757,17.126441955566406
2026-04-26 08:18:37.348722,2026-04-26 08:18:37.348722,17.897319793701172
2026-04-26 08:18:37.550435,2026-04-26 08:18:37.550435,16.794754028320312
2026-04-26 08:18:37.749405,2026-04-26 08:18:37.749405,15.857571601867676
2026-04-26 08:18:37.957753,2026-04-26 08:18:37.957753,15.060967445373535
2026-04-26 08:18:38.150109,2026-04-26 08:18:38.150109,14.3838529586792
2026-04-26 08:18:38.359161,2026-04-26 08:18:38.359161,13.808306694030762
2026-04-26 08:18:38.550171,2026-04-26 08:18:38.550171,15.076904296875
2026-04-26 08:18:38.748765,2026-04-26 08:18:38.748765,16.15521240234375
2026-04-26 08:18:38.948743,2026-04-26 08:18:38.948743,17.071773529052734
2026-04-26 08:18:39.148591,2026-04-26 08:18:39.148591,17.85085105895996
2026-04-26 08:18:39.357780,2026-04-26 08:18:39.357780,18.5130672454834
2026-04-26 08:18:39.557757,2026-04-26 08:18:39.557757,19.075950622558597
2026-04-26 08:18:39.749508,2026-04-26 08:18:39.749508,19.55440330505371
2026-04-26 08:18:39.950664,2026-04-26 08:18:39.950664,19.96108627319336
2026-04-26 08:18:40.157963,2026-04-26 08:18:40.157963,20.30676651000977
2026-04-26 08:18:40.349451,2026-04-26 08:18:40.349451,20.600595474243164
2026-04-26 08:18:40.550902,2026-04-26 08:18:40.550902,20.85034942626953
2026-04-26 08:18:40.748744,2026-04-26 08:18:40.748744,20.886859893798828
2026-04-26 08:18:40.948137,2026-04-26 08:18:40.948137,20.91789436340332
2026-04-26 08:18:41.151408,2026-04-26 08:18:41.151408,20.768489837646484
2026-04-26 08:18:41.349666,2026-04-26 08:18:41.349666,20.641498565673828
2026-04-26 08:18:41.549040,2026-04-26 08:18:41.549040,20.53355407714844
2026-04-26 08:18:41.748681,2026-04-26 08:18:41.748681,20.441802978515625
2026-04-26 08:18:41.958659,2026-04-26 08:18:41.958659,20.363813400268555
2026-04-26 08:18:42.159086,2026-04-26 08:18:42.159086,20.29752349853516
2026-04-26 08:18:42.358627,2026-04-26 08:18:42.358627,20.24117660522461
2026-04-26 08:18:42.559663,2026-04-26 08:18:42.559663,20.19328117370605
2026-04-26 08:18:42.757688,2026-04-26 08:18:42.757688,20.152568817138672
2026-04-26 08:18:42.958236,2026-04-26 08:18:42.958236,20.117965698242188
2026-04-26 08:18:43.157733,2026-04-26 08:18:43.157733,20.088552474975582
2026-04-26 08:18:43.358078,2026-04-26 08:18:43.358078,19.88776969909668
2026-04-26 08:18:43.559611,2026-04-26 08:18:43.559611,19.892885208129883
2026-04-26 08:18:43.759877,2026-04-26 08:18:43.759877,19.89723396301269
2026-04-26 08:18:43.958315,2026-04-26 08:18:43.958315,19.90093040466309
2026-04-26 08:18:44.160467,2026-04-26 08:18:44.160467,19.904071807861328
2026-04-26 08:18:44.358658,2026-04-26 08:18:44.358658,19.906742095947266
2026-04-26 08:18:44.548572,2026-04-26 08:18:44.548572,19.733230590820312
2026-04-26 08:18:44.758940,2026-04-26 08:18:44.758940,19.58574676513672
2026-04-26 08:18:44.959335,2026-04-26 08:18:44.959335,19.460384368896484
