log_time,publish_time,data
2026-04-24 07:51:53.123513,2026-04-24 07:51:53.123513,25.59828186035156
2026-04-24 07:51:53.323135,2026-04-24 07:51:53.323135,25.6257266998291
2026-04-24 07:51:53.525082,2026-04-24 07:51:53.525082,25.64905548095703
2026-04-24 07:51:53.723934,2026-04-24 07:51:53.723934,25.66888427734375
2026-04-24 07:51:53.927509,2026-04-24 07:51:53.927509,25.509958267211918
2026-04-24 07:51:54.124603,2026-04-24 07:51:54.124603,25.55065155029297
2026-04-24 07:51:54.323730,2026-04-24 07:51:54.323730,25.409460067749023
2026-04-24 07:51:54.523616,2026-04-24 07:51:54.523616,25.289447784423828
2026-04-24 07:51:54.724176,2026-04-24 07:51:54.724176,25.36321830749512
2026-04-24 07:51:54.923419,2026-04-24 07:51:54.923419,25.425922393798828
2026-04-24 07:51:55.123673,2026-04-24 07:51:55.123673,25.47922134399414
2026-04-24 07:51:55.322871,2026-04-24 07:51:55.322871,25.524526596069336
2026-04-24 07:51:55.523009,2026-04-24 07:51:55.523009,25.563034057617188
2026-04-24 07:51:55.725148,2026-04-24 07:51:55.725148,25.595766067504883
2026-04-24 07:51:55.923393,2026-04-24 07:51:55.923393,25.62358856201172
2026-04-24 07:51:56.124041,2026-04-24 07:51:56.124041,25.64723777770996
2026-04-24 07:51:56.323900,2026-04-24 07:51:56.323900,25.66733932495117
2026-04-24 07:51:56.523105,2026-04-24 07:51:56.523105,25.68442726135254
2026-04-24 07:51:56.724021,2026-04-24 07:51:56.724021,25.698949813842773
2026-04-24 07:51:56.924452,2026-04-24 07:51:56.924452,25.88707733154297
2026-04-24 07:51:57.122873,2026-04-24 07:51:57.122873,25.87120246887207
2026-04-24 07:51:57.324056,2026-04-24 07:51:57.324056,26.033491134643555
2026-04-24 07:51:57.524387,2026-04-24 07:51:57.524387,26.171436309814453
2026-04-24 07:51:57.724577,2026-04-24 07:51:57.724577,26.28868865966797
2026-04-24 07:51:57.922851,2026-04-24 07:51:57.922851,26.388355255126957
2026-04-24 07:51:58.123730,2026-04-24 07:51:58.123730,26.47307014465332
2026-04-24 07:51:58.323631,2026-04-24 07:51:58.323631,26.54507827758789
2026-04-24 07:51:58.524455,2026-04-24 07:51:58.524455,26.606285095214844
2026-04-24 07:51:58.725492,2026-04-24 07:51:58.725492,26.65831184387207
2026-04-24 07:51:58.926818,2026-04-24 07:51:58.926818,26.702533721923828
2026-04-24 07:51:59.124448,2026-04-24 07:51:59.124448,26.740121841430664
2026-04-24 07:51:59.323850,2026-04-24 07:51:59.323850,26.947853088378903
2026-04-24 07:51:59.523123,2026-04-24 07:51:59.523123,27.124425888061523
2026-04-24 07:51:59.723058,2026-04-24 07:51:59.723058,27.274511337280277
2026-04-24 07:51:59.924100,2026-04-24 07:51:59.924100,27.226303100585938
2026-04-24 07:52:00.126873,2026-04-24 07:52:00.126873,27.185327529907227
