log_time,heart_rate
2026-05-01 06:41:57.522400,78.0
2026-05-01 06:41:58.122214,79.0
2026-05-01 06:41:58.721527,79.14285714285714
2026-05-01 06:41:59.321382,79.28571428571429
2026-05-01 06:42:00.021049,79.42857142857143
2026-05-01 06:42:00.621715,79.57142857142857
2026-05-01 06:42:01.220994,79.71428571428571
2026-05-01 06:42:01.823199,79.85714285714286
2026-05-01 06:42:02.421411,80.0
2026-05-01 06:42:03.021794,83.0
2026-05-01 06:42:03.721847,87.0
2026-05-01 06:42:04.321076,88.0
2026-05-01 06:42:04.924590,89.0
2026-05-01 06:42:05.521946,89.0
2026-05-01 06:42:06.121490,89.0
2026-05-01 06:42:06.821160,89.0
2026-05-01 06:42:07.421014,89.0
2026-05-01 06:42:08.021113,88.0
2026-05-01 06:42:08.621433,88.0
2026-05-01 06:42:09.221070,87.0
2026-05-01 06:42:09.821080,87.0
2026-05-01 06:42:10.521863,87.0
2026-05-01 06:42:11.123434,88.0
2026-05-01 06:42:11.721166,89.0
2026-05-01 06:42:12.321064,91.0
2026-05-01 06:42:12.920939,90.0
2026-05-01 06:42:13.621059,88.0
2026-05-01 06:42:14.221387,87.0
2026-05-01 06:42:14.821123,85.0
2026-05-01 06:42:15.420945,84.0
2026-05-01 06:42:16.021117,83.0
2026-05-01 06:42:16.721394,83.0
2026-05-01 06:42:17.321694,82.0
2026-05-01 06:42:17.921078,79.0
2026-05-01 06:42:18.522965,77.0
2026-05-01 06:42:19.121135,75.0
2026-05-01 06:42:19.821425,74.0
2026-05-01 06:42:20.521105,72.0
2026-05-01 06:42:21.121063,72.0
2026-05-01 06:42:21.721186,72.0
2026-05-01 06:42:22.321158,73.0
2026-05-01 06:42:22.923458,74.0
2026-05-01 06:42:23.623394,75.0
2026-05-01 06:42:24.221191,75.1
2026-05-01 06:42:24.821362,75.2
2026-05-01 06:42:25.421169,75.3
2026-05-01 06:42:26.023144,75.4
2026-05-01 06:42:26.621193,75.5
2026-05-01 06:42:27.321193,75.6
2026-05-01 06:42:27.921007,75.7
2026-05-01 06:42:28.520924,75.8
2026-05-01 06:42:29.121031,75.9
2026-05-01 06:42:29.721645,76.0
2026-05-01 06:42:30.421204,77.0
2026-05-01 06:42:31.021055,78.0
2026-05-01 06:42:31.620983,81.0
2026-05-01 06:42:32.221127,82.0
2026-05-01 06:42:32.821356,84.0
2026-05-01 06:42:33.521290,86.0
2026-05-01 06:42:34.121092,87.0
2026-05-01 06:42:34.722005,87.0
2026-05-01 06:42:35.320993,88.0
2026-05-01 06:42:35.922351,89.0
2026-05-01 06:42:36.621495,90.0
2026-05-01 06:42:37.223785,89.0
2026-05-01 06:42:37.821252,88.0
2026-05-01 06:42:38.422670,87.0
2026-05-01 06:42:39.021184,87.0
2026-05-01 06:42:39.620985,86.0
2026-05-01 06:42:40.321014,83.0
2026-05-01 06:42:40.921158,81.0
2026-05-01 06:42:41.520915,78.0
2026-05-01 06:42:42.121072,76.0
2026-05-01 06:42:42.721360,76.0
2026-05-01 06:42:43.420965,74.0
2026-05-01 06:42:44.021029,72.0
2026-05-01 06:42:44.622088,71.0
2026-05-01 06:42:45.220997,70.0
2026-05-01 06:42:45.821082,70.0
2026-05-01 06:42:46.521784,69.0
2026-05-01 06:42:47.122091,71.0
2026-05-01 06:42:47.720992,75.0
2026-05-01 06:42:48.320945,79.0
2026-05-01 06:42:48.921050,83.0
2026-05-01 06:42:49.521299,88.0
2026-05-01 06:42:50.221205,93.0
2026-05-01 06:42:50.821721,96.0
2026-05-01 06:42:51.421098,99.0
2026-05-01 06:42:52.020890,102.0
2026-05-01 06:42:52.621165,104.0
2026-05-01 06:42:53.322281,105.0
2026-05-01 06:42:53.921286,107.0
2026-05-01 06:42:54.521097,109.0
2026-05-01 06:42:55.123360,110.0
2026-05-01 06:42:55.722250,111.0
2026-05-01 06:42:56.421463,111.0
2026-05-01 06:42:57.021768,112.0
2026-05-01 06:42:57.621662,110.0
2026-05-01 06:42:58.221220,106.0
2026-05-01 06:42:58.822552,102.0
2026-05-01 06:42:59.622091,99.0
2026-05-01 06:43:00.221009,95.0
2026-05-01 06:43:00.822128,92.0
2026-05-01 06:43:01.420975,89.0
2026-05-01 06:43:02.021005,87.0
2026-05-01 06:43:02.721600,84.0
2026-05-01 06:43:03.321613,84.0
2026-05-01 06:43:03.922038,83.0
2026-05-01 06:43:04.521382,84.0
2026-05-01 06:43:05.121070,82.0
2026-05-01 06:43:05.723363,82.0
2026-05-01 06:43:06.421928,83.0
2026-05-01 06:43:07.021080,84.0
2026-05-01 06:43:07.620939,86.0
2026-05-01 06:43:08.221017,87.0
2026-05-01 06:43:08.821473,88.0
2026-05-01 06:43:09.521174,90.0
2026-05-01 06:43:10.120935,90.0
2026-05-01 06:43:10.721210,91.0
2026-05-01 06:43:11.320985,92.0
2026-05-01 06:43:11.920889,93.0
2026-05-01 06:43:12.520921,94.0
2026-05-01 06:43:13.220941,95.0
2026-05-01 06:43:13.822784,95.0
2026-05-01 06:43:14.421138,95.0
2026-05-01 06:43:15.020891,94.0
2026-05-01 06:43:15.620925,96.0
2026-05-01 06:43:16.221464,97.0
2026-05-01 06:43:16.921792,99.0
2026-05-01 06:43:17.521186,101.0
2026-05-01 06:43:18.121831,103.0
2026-05-01 06:43:18.720965,105.0
2026-05-01 06:43:19.322067,106.0
2026-05-01 06:43:20.021211,105.0
2026-05-01 06:43:20.622157,105.0
2026-05-01 06:43:21.220888,104.0
2026-05-01 06:43:21.821299,104.0
2026-05-01 06:43:22.420960,105.0
2026-05-01 06:43:23.020912,105.0
2026-05-01 06:43:23.721012,105.0
2026-05-01 06:43:24.322201,105.0
2026-05-01 06:43:24.920916,105.0
2026-05-01 06:43:25.521749,104.0
2026-05-01 06:43:26.121019,103.0
2026-05-01 06:43:26.821350,102.0
2026-05-01 06:43:27.420969,100.0
2026-05-01 06:43:28.020950,97.0
2026-05-01 06:43:28.620942,95.0
2026-05-01 06:43:29.221107,92.0
2026-05-01 06:43:29.921590,91.0
2026-05-01 06:43:30.521693,89.0
2026-05-01 06:43:31.120985,87.0
2026-05-01 06:43:31.721368,85.0
2026-05-01 06:43:32.321338,84.0
2026-05-01 06:43:33.021201,84.0
2026-05-01 06:43:33.623079,83.0
2026-05-01 06:43:34.222975,81.0
2026-05-01 06:43:34.821068,79.0
2026-05-01 06:43:35.421062,78.0
