log_time,Heart_Rate_BPM
2026-05-04 10:29:36,84.60155397161753
2026-05-04 10:29:37,86.60871283824183
2026-05-04 10:29:38,87.41138412829514
2026-05-04 10:29:39,87.24718051581566
2026-05-04 10:29:40,85.0848385331144
2026-05-04 10:29:41,83.82173382173382
2026-05-04 10:29:42,83.9859374342133
2026-05-04 10:29:43,82.94612757087403
2026-05-04 10:29:44,82.50062712537357
2026-05-04 10:29:45,80.9389079849438
2026-05-04 10:29:46,82.29082771095472
2026-05-04 10:29:47,84.33356812578816
2026-05-04 10:29:48,85.89528726621795
2026-05-04 10:29:49,86.70713372981476
2026-05-04 10:29:50,87.57748604843333
2026-05-04 10:29:51,88.96233579223612
2026-05-04 10:29:52,88.96233579223612
2026-05-04 10:29:53,89.32524633478738
2026-05-04 10:29:54,89.14488416755557
2026-05-04 10:29:55,88.8145786349379
2026-05-04 10:29:56,86.44450922576235
2026-05-04 10:29:57,84.28216724306108
2026-05-04 10:29:58,83.64369956548727
2026-05-04 10:29:59,84.61247277567875
2026-05-04 10:30:00,84.45900439016617
2026-05-04 10:30:01,83.9985709688389
2026-05-04 10:30:02,82.56936433732014
2026-05-04 10:30:03,83.19364251567642
2026-05-04 10:30:04,84.45674722705698
2026-05-04 10:30:05,84.60852914679471
2026-05-04 10:30:06,83.24166200628076
2026-05-04 10:30:07,80.41276557366805
2026-05-04 10:30:08,78.4294818224285
2026-05-04 10:30:09,78.87016576390567
2026-05-04 10:30:10,79.5591746934614
2026-05-04 10:30:11,80.23393852611997
2026-05-04 10:30:12,78.95320082120193
2026-05-04 10:30:13,78.95320082120193
2026-05-04 10:30:14,80.26172073978292
2026-05-04 10:30:15,81.84436346538145
2026-05-04 10:30:16,81.98658669896889
2026-05-04 10:30:17,81.6846816782884
2026-05-04 10:30:18,82.4694631951141
2026-05-04 10:30:19,85.67161504115464
2026-05-04 10:30:20,88.83701554761872
2026-05-04 10:30:21,90.54840656623867
2026-05-04 10:30:22,89.67805424762008
2026-05-04 10:30:23,87.92588155347934
2026-05-04 10:30:24,86.21449053485942
2026-05-04 10:30:25,86.5564877988813
2026-05-04 10:30:26,87.4066544315413
2026-05-04 10:30:27,87.73319570635843
2026-05-04 10:30:28,86.41131864092553
2026-05-04 10:30:29,84.75848071821223
2026-05-04 10:30:30,84.4319394433951
2026-05-04 10:30:31,85.24378590699189
2026-05-04 10:30:32,85.71991592222805
2026-05-04 10:30:33,85.24378590699189
2026-05-04 10:30:34,84.43193944339508
2026-05-04 10:30:35,84.27143610492564
2026-05-04 10:30:36,85.40824265293136
2026-05-04 10:30:37,85.8897835839105
2026-05-04 10:30:38,85.8897835839105
2026-05-04 10:30:39,84.59779391982781
2026-05-04 10:30:40,83.65067474066443
2026-05-04 10:30:41,83.65067474066444
2026-05-04 10:30:42,84.7746310669329
2026-05-04 10:30:43,85.39890924528918
2026-05-04 10:30:44,84.92809945244548
2026-05-04 10:30:45,83.80414312617701
2026-05-04 10:30:46,83.64544319600499
2026-05-04 10:30:47,84.76939952227346
2026-05-04 10:30:48,86.57742056106372
2026-05-04 10:30:49,87.22316510452234
2026-05-04 10:30:50,86.73052190956699
2026-05-04 10:30:51,85.39331066362041
2026-05-04 10:30:52,85.06676938880328
2026-05-04 10:30:53,85.39331066362041
2026-05-04 10:30:54,85.0776839868537
2026-05-04 10:30:55,84.75848071821223
2026-05-04 10:30:56,84.4319394433951
2026-05-04 10:30:57,85.91074325542269
2026-05-04 10:30:58,86.5564877988813
2026-05-04 10:30:59,86.39598446041187
2026-05-04 10:31:00,84.3066241261142
2026-05-04 10:31:01,82.74490498568443
2026-05-04 10:31:02,82.5862050555124
2026-05-04 10:31:03,83.35368832437713
2026-05-04 10:31:04,83.80408467316407
2026-05-04 10:31:05,83.03660140429932
2026-05-04 10:31:06,83.03660140429932
2026-05-04 10:31:07,84.31402611608037
2026-05-04 10:31:08,85.24020931511714
2026-05-04 10:31:09,85.08328256852245
2026-05-04 10:31:10,83.06326889458373
2026-05-04 10:31:11,81.8417083509893
2026-05-04 10:31:12,82.15733502775602
2026-05-04 10:31:13,83.20857549150324
2026-05-04 10:31:14,83.35546150795446
2026-05-04 10:31:15,81.8448418517715
2026-05-04 10:31:16,81.23428532950146
2026-05-04 10:31:17,82.79600446993123
2026-05-04 10:31:18,83.99099744934749
2026-05-04 10:31:19,84.60155397161753
2026-05-04 10:31:20,83.79888268156424
2026-05-04 10:31:21,84.76765589175574
2026-05-04 10:31:22,86.59659975980574
2026-05-04 10:31:23,87.39927104985904
2026-05-04 10:31:24,86.43049783966755
2026-05-04 10:31:25,83.84250612124106
2026-05-04 10:31:26,81.98859436744053
2026-05-04 10:31:27,82.95736757763203
2026-05-04 10:31:28,84.35488310558233
2026-05-04 10:31:29,85.25094045325258
2026-05-04 10:31:30,83.97351574147153
2026-05-04 10:31:31,83.17986494782075
2026-05-04 10:31:32,84.47185461190344
2026-05-04 10:31:33,84.78050611349299
2026-05-04 10:31:34,84.17664137919347
2026-05-04 10:31:35,81.42266341101721
2026-05-04 10:31:36,79.80549199084668
2026-05-04 10:31:37,79.80549199084668
2026-05-04 10:31:38,81.73829008778394
2026-05-04 10:31:39,83.04681000636492
2026-05-04 10:31:40,83.19530133447135
2026-05-04 10:31:41,82.57102315611507
2026-05-04 10:31:42,83.51814233527845
2026-05-04 10:31:43,84.44432553431523
2026-05-04 10:31:44,84.59779391982781
2026-05-04 10:31:45,83.49889282092671
2026-05-04 10:31:46,82.87461464257044
2026-05-04 10:31:47,83.83246904870072
2026-05-04 10:31:48,84.44982921662267
2026-05-04 10:31:49,85.23461073344839
2026-05-04 10:31:50,86.43909831001938
2026-05-04 10:31:51,87.58897675144128
2026-05-04 10:31:52,88.59165054823274
2026-05-04 10:31:53,87.89129686962504
2026-05-04 10:31:54,87.89129686962504
2026-05-04 10:31:55,88.24143692564745
2026-05-04 10:31:56,88.76357560568087
2026-05-04 10:31:57,87.3015873015873
2026-05-04 10:31:58,84.1354272205336
2026-05-04 10:31:59,80.28025820992417
2026-05-04 10:32:00,79.09822511299745
2026-05-04 10:32:01,79.2404483465849
2026-05-04 10:32:02,79.2404483465849
2026-05-04 10:32:03,78.96049313941805
2026-05-04 10:32:04,78.2641918916462
2026-05-04 10:32:05,79.38448316737791
2026-05-04 10:32:06,81.15858133414312
2026-05-04 10:32:07,82.43931903906116
2026-05-04 10:32:08,82.15025992647263
2026-05-04 10:32:09,80.23838275722738
2026-05-04 10:32:10,79.37100484066914
2026-05-04 10:32:11,80.10556439875812
2026-05-04 10:32:12,82.4989824989825
2026-05-04 10:32:13,83.66826543622123
2026-05-04 10:32:14,83.66826543622123
2026-05-04 10:32:15,82.1238638918197
2026-05-04 10:32:16,81.97208197208198
2026-05-04 10:32:17,83.40128860360073
2026-05-04 10:32:18,85.44402901843418
2026-05-04 10:32:19,86.22008911652817
2026-05-04 10:32:20,85.5669425831034
2026-05-04 10:32:21,84.58706278169237
2026-05-04 10:32:22,85.07410739497894
2026-05-04 10:32:23,85.89528726621795
2026-05-04 10:32:24,86.05398719638998
2026-05-04 10:32:25,85.25131590633667
2026-05-04 10:32:26,84.27143610492564
2026-05-04 10:32:27,84.92458263835042
2026-05-04 10:32:28,86.23138782636701
2026-05-04 10:32:29,86.87713236982563
2026-05-04 10:32:30,86.54682683720796
2026-05-04 10:32:31,85.87848932676519
2026-05-04 10:32:32,86.2126245847176
2026-05-04 10:32:33,87.76167794099987
2026-05-04 10:32:34,88.09198347361755
2026-05-04 10:32:35,87.27080360237855
2026-05-04 10:32:36,84.92809945244548
2026-05-04 10:32:37,83.2002783918775
2026-05-04 10:32:38,82.27409519284073
2026-05-04 10:32:39,82.4292783089177
2026-05-04 10:32:40,81.8511099462905
2026-05-04 10:32:41,80.84449504839002
2026-05-04 10:32:42,79.50727883538633
2026-05-04 10:32:43,80.23393852611997
2026-05-04 10:32:44,82.16673662305723
2026-05-04 10:32:45,83.6608795826556
2026-05-04 10:32:46,84.42836285152033
2026-05-04 10:32:47,83.80408467316407
2026-05-04 10:32:48,83.33850642497983
2026-05-04 10:32:49,83.98425096843843
2026-05-04 10:32:50,85.77170628205559
2026-05-04 10:32:51,86.71882546121897
2026-05-04 10:32:52,86.88492738135716
2026-05-04 10:32:53,86.54293011733527
2026-05-04 10:32:54,87.38326625178905
2026-05-04 10:32:55,88.42165190822186
2026-05-04 10:32:56,90.60188446636138
2026-05-04 10:32:57,92.63666064098217
2026-05-04 10:32:58,93.75244150162115
2026-05-04 10:32:59,93.75244150162115
2026-05-04 10:33:00,92.79370549916679
2026-05-04 10:33:01,91.49970963995354
2026-05-04 10:33:02,88.33959728040298
2026-05-04 10:33:03,85.62957018013198
2026-05-04 10:33:04,84.60329760213526
2026-05-04 10:33:05,85.58317740354629
2026-05-04 10:33:06,86.70713372981476
2026-05-04 10:33:07,87.21126762777804
